"enhancer","triplet_pairs","cum_abs_estimate_out","cum_abs_estimate_in","n_regulating_TFs","n_regulated_genes","n_regulated_promoters","source_measurement_types","is_expressed","is_mediating","cum_abs_estimate_total","pareto","label"
"chr5_107472455_107473368",2,0.442656487728021,0.611194312835921,1,2,2,"aCRE",FALSE,TRUE,1.05385080056394,FALSE,""
"chr5_107264898_107265840",2,0.139493581280271,0.620626505925358,2,1,1,"aCRE",TRUE,TRUE,0.760120087205629,FALSE,""
"chr5_109525713_109526622",2,0.244659925361357,0.633323273068418,1,2,2,"aCRE",FALSE,TRUE,0.877983198429775,FALSE,""
"chr5_110179031_110179966",2,0.304253373579103,0.493978444260901,1,2,2,"tCRE",TRUE,TRUE,0.798231817840003,FALSE,""
"chr5_110790444_110791342",2,0.227706086743096,0.542067478994504,2,1,1,"aCRE",FALSE,TRUE,0.7697735657376,FALSE,""
"chr5_112265471_112267870",2,0.172172994805569,0.571713704443888,2,1,1,"aCRE",TRUE,TRUE,0.743886699249457,FALSE,""
"chr5_112968951_112969876",2,0.436657081382226,0.361124115573527,1,2,2,"aCRE",TRUE,TRUE,0.797781196955753,FALSE,""
"chr5_113059021_113060021",2,0.543134010686084,0.251349679305598,1,2,2,"aCRE",TRUE,TRUE,0.794483689991682,FALSE,""
"chr5_113971024_113972020",2,0.314648889297335,0.443649005521985,1,2,2,"aCRE",FALSE,TRUE,0.75829789481932,FALSE,""
"chr5_115329177_115330099",2,0.375807898541938,0.466666679846928,1,2,2,"aCRE",TRUE,TRUE,0.842474578388866,FALSE,""
"chr5_115548908_115549832",2,0.406459581869729,0.276813110691868,1,2,2,"aCRE",FALSE,TRUE,0.683272692561597,FALSE,""
"chr5_115639104_115639996",2,0.305473794778583,0.346577534061482,1,2,2,"aCRE",FALSE,TRUE,0.652051328840066,FALSE,""
"chr5_115772028_115773729",2,0.313390686844124,0.248455440468058,1,2,2,"aCRE",FALSE,TRUE,0.561846127312181,FALSE,""
"chr5_116502322_116503268",2,0.138253913148311,0.658053520545418,2,1,1,"aCRE",TRUE,TRUE,0.796307433693729,FALSE,""
"chr5_117041845_117042775",2,0.428925883403232,0.317828303786191,1,2,2,"aCRE",FALSE,TRUE,0.746754187189424,FALSE,""
"chr5_117343426_117344299",2,0.296836718273899,0.297795838215204,1,2,2,"aCRE",TRUE,TRUE,0.594632556489103,FALSE,""
"chr5_119389026_119389938",2,0.27234124797987,0.655275381557024,2,1,1,"aCRE",FALSE,TRUE,0.927616629536894,FALSE,""
"chr5_124655674_124657417",2,0.383586116967678,0.380908298615431,1,2,2,"aCRE",TRUE,TRUE,0.764494415583109,FALSE,""
"chr5_12661443_12662220",2,0.42740740497008,0.418096687067523,1,2,2,"aCRE",FALSE,TRUE,0.845504092037602,FALSE,""
"chr5_12667610_12668511",2,1.52708898654486,0.698099885547809,1,2,2,"tCRE",TRUE,TRUE,2.22518887209267,FALSE,""
"chr5_126395062_126396021",2,0.302534927383895,0.351895937442166,1,2,2,"aCRE",TRUE,TRUE,0.654430864826061,FALSE,""
"chr5_126883550_126884660",2,0.119718907760997,0.654188900379828,2,1,1,"aCRE",FALSE,TRUE,0.773907808140824,FALSE,""
"chr5_127752173_127753145",2,0.574687689127774,0.251512880580791,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.826200569708565,FALSE,""
"chr5_128626214_128627129",2,0.180008185061062,0.541733260058861,2,1,1,"aCRE",FALSE,TRUE,0.721741445119923,FALSE,""
"chr5_131598381_131599303",2,0.421174590069715,0.492389802113961,1,2,2,"aCRE",FALSE,TRUE,0.913564392183676,FALSE,""
"chr5_131932030_131932928",2,0.274975672753694,0.493693865647362,1,2,2,"aCRE",FALSE,TRUE,0.768669538401056,FALSE,""
"chr5_132116620_132117538",2,0.348538144302233,0.269359206026325,1,2,2,"aCRE",FALSE,TRUE,0.617897350328558,FALSE,""
"chr5_133467133_133468087",2,0.108175721815653,0.71840202762357,2,1,1,"aCRE",FALSE,TRUE,0.826577749439222,FALSE,""
"chr5_133680903_133681757",2,0.129790408233314,0.588503326673725,2,1,1,"aCRE",FALSE,TRUE,0.718293734907039,FALSE,""
"chr5_135403290_135404178",2,0.258211082856536,0.280632189731029,1,2,2,"aCRE",FALSE,TRUE,0.538843272587565,FALSE,""
"chr5_135739338_135740253",2,0.412977954584206,0.452336714291399,1,2,2,"aCRE",FALSE,TRUE,0.865314668875605,FALSE,""
"chr5_136057808_136059087",2,0.264723347946327,0.416535470472349,1,2,2,"aCRE",FALSE,TRUE,0.681258818418676,FALSE,""
"chr5_136337534_136338444",2,0.411280807062849,0.475124446550878,1,2,2,"aCRE",FALSE,TRUE,0.886405253613727,FALSE,""
"chr5_136243372_136244228",2,0.283583429642209,0.250290152438367,1,2,2,"aCRE",FALSE,TRUE,0.533873582080576,FALSE,""
"chr5_137374138_137375041",2,0.320673023599727,0.668163576752914,2,1,1,"aCRE",FALSE,TRUE,0.988836600352641,FALSE,""
"chr5_137838891_137839775",2,0.312033646015415,0.295049884430613,1,2,2,"aCRE",FALSE,TRUE,0.607083530446027,FALSE,""
"chr5_137999851_138000737",2,0.257287806539004,0.41627632788918,1,2,2,"aCRE",FALSE,TRUE,0.673564134428185,FALSE,""
"chr5_138632775_138633685",2,0.368828166669922,0.259742633111222,1,2,2,"aCRE",FALSE,TRUE,0.628570799781144,FALSE,""
"chr5_139061561_139062471",2,0.350680325735596,0.703646209312008,2,1,1,"tCRE",TRUE,TRUE,1.0543265350476,FALSE,""
"chr5_139178605_139179537",2,0.128147483016115,0.531621445774631,2,1,1,"aCRE",FALSE,TRUE,0.659768928790746,FALSE,""
"chr5_140295129_140296051",2,0.322358193164283,0.255165884638624,1,2,2,"aCRE",FALSE,TRUE,0.577524077802907,FALSE,""
"chr5_141508504_141509494",2,0.425691526236265,0.299673794797836,1,2,2,"aCRE",FALSE,TRUE,0.725365321034101,FALSE,""
"chr5_142114356_142115252",2,0.248045840759702,0.325155476875359,1,2,2,"aCRE",FALSE,TRUE,0.573201317635061,FALSE,""
"chr5_142567967_142568916",2,0.210797728091118,0.633602235468022,2,1,1,"aCRE",FALSE,TRUE,0.84439996355914,FALSE,""
"chr5_142208565_142209440",2,0.296516171948407,0.545370090217547,1,2,2,"aCRE",TRUE,TRUE,0.841886262165955,FALSE,""
"chr5_144644000_144644898",2,0.344280234101312,0.628591792280281,1,1,2,"aCRE",FALSE,TRUE,0.972872026381593,FALSE,""
"chr5_146632776_146633981",2,0.508231521973848,0.280080078056239,1,1,2,"aCRE",TRUE,TRUE,0.788311600030087,FALSE,""
"chr5_147673001_147673893",2,0.189183044934888,0.790585933074066,2,1,1,"aCRE",FALSE,TRUE,0.979768978008954,FALSE,""
"chr5_148005882_148006777",2,1.35970887958397,0.285250977938885,1,2,2,"aCRE",FALSE,TRUE,1.64495985752285,FALSE,""
"chr5_148956365_148957268",2,0.529414964907508,0.680833229016675,1,2,2,"aCRE",FALSE,TRUE,1.21024819392418,FALSE,""
"chr5_149337561_149338450",2,0.122199142479316,0.890280752984772,2,1,1,"aCRE",FALSE,TRUE,1.01247989546409,FALSE,""
"chr5_150138376_150139407",2,0.355109390968589,0.301441152238517,1,2,2,"aCRE",TRUE,TRUE,0.656550543207107,FALSE,""
"chr5_150377513_150378627",2,0.280254352262641,0.778518978009291,2,1,1,"aCRE",TRUE,TRUE,1.05877333027193,FALSE,""
"chr5_150309181_150310172",2,0.35813739823544,0.541443494364069,1,2,2,"aCRE",FALSE,TRUE,0.899580892599508,FALSE,""
"chr5_150036233_150037182",2,0.173912620915237,1.54318032664158,2,1,1,"aCRE",FALSE,TRUE,1.71709294755682,FALSE,""
"chr5_151459498_151460422",2,0.329500439401655,0.49199355110945,1,2,2,"aCRE",FALSE,TRUE,0.821493990511105,FALSE,""
"chr5_1160201_1161094",2,0.322658012832988,0.254223122153763,1,2,2,"aCRE",FALSE,TRUE,0.576881134986751,FALSE,""
"chr5_1568142_1569139",2,0.442031663102468,0.417667274690428,1,2,2,"aCRE",FALSE,TRUE,0.859698937792896,FALSE,""
"chr5_153463528_153464508",2,0.192996082220138,0.625549283664948,2,1,1,"aCRE",FALSE,TRUE,0.818545365885085,FALSE,""
"chr5_154167093_154167989",2,0.380702200898287,0.494982284075144,1,2,2,"aCRE",FALSE,TRUE,0.875684484973431,FALSE,""
"chr5_154692139_154692809",2,0.298730269297273,0.372223681997353,1,2,2,"aCRE",FALSE,TRUE,0.670953951294626,FALSE,""
"chr5_154984784_154985730",2,0.255280684415911,0.628507143625498,2,1,1,"aCRE",FALSE,TRUE,0.88378782804141,FALSE,""
"chr5_157291008_157292086",2,0.375230619661769,0.618584124190887,1,2,2,"aCRE",TRUE,TRUE,0.993814743852656,FALSE,""
"chr5_157303755_157304653",2,0.315660723430456,0.511380601307645,1,2,2,"aCRE",FALSE,TRUE,0.827041324738101,FALSE,""
"chr5_157383699_157385723",2,0.151110470458537,0.727434375634795,2,1,1,"aCRE",TRUE,TRUE,0.878544846093332,FALSE,""
"chr5_160245431_160246331",2,0.262743540209191,0.254264682273391,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.517008222482583,FALSE,""
"chr5_160325955_160326937",2,0.443198793526834,0.251690726484924,1,2,2,"aCRE",FALSE,TRUE,0.694889520011758,FALSE,""
"chr5_160165304_160166164",2,0.343724293947366,0.381606289743844,1,2,2,"aCRE",TRUE,TRUE,0.72533058369121,FALSE,""
"chr5_160485074_160486181",2,0.330449088244361,0.382108112593125,1,2,2,"aCRE",FALSE,TRUE,0.712557200837486,FALSE,""
"chr5_163530992_163531934",2,0.254637982443749,0.349047944705349,1,2,2,"aCRE",FALSE,TRUE,0.603685927149098,FALSE,""
"chr5_163534373_163535167",2,0.434377521396544,0.370160550935006,1,2,2,"aCRE",TRUE,TRUE,0.80453807233155,FALSE,""
"chr5_163498389_163499524",2,0.128423722455121,0.695551981943374,2,1,1,"aCRE",FALSE,TRUE,0.823975704398495,FALSE,""
"chr5_168827370_168828259",2,0.254550490826644,0.643710746035963,2,1,1,"aCRE",FALSE,TRUE,0.898261236862607,FALSE,""
"chr5_170628453_170629438",2,0.74699222483663,0.351995140002196,1,2,2,"aCRE",FALSE,TRUE,1.09898736483883,FALSE,""
"chr5_171166495_171167396",2,0.123689791667204,0.565202548874978,2,1,1,"aCRE",FALSE,TRUE,0.688892340542181,FALSE,""
"chr5_171268938_171270034",2,0.501483818471389,0.254484832223068,1,2,2,"aCRE",FALSE,TRUE,0.755968650694457,FALSE,""
"chr5_171432852_171433831",2,0.29794761970302,0.359490702688443,1,2,2,"aCRE",TRUE,TRUE,0.657438322391463,FALSE,""
"chr5_171428485_171429394",2,0.177209504245933,0.507286904394552,2,1,1,"aCRE",FALSE,TRUE,0.684496408640485,FALSE,""
"chr5_171335270_171336131",2,0.154578589722831,0.684113666310332,2,1,1,"aCRE",FALSE,TRUE,0.838692256033163,FALSE,""
"chr5_171543024_171543790",2,0.145713143830021,0.768507676024957,2,1,1,"aCRE",FALSE,TRUE,0.914220819854979,FALSE,""
"chr5_171647097_171647878",2,0.299847885211178,0.376252084228656,1,2,2,"aCRE",TRUE,TRUE,0.676099969439833,FALSE,""
"chr5_172866439_172867340",2,0.156417125729428,0.625130340611195,2,1,1,"aCRE",FALSE,TRUE,0.781547466340623,FALSE,""
"chr5_172902495_172903469",2,0.234406054108131,0.317472242063368,1,2,2,"aCRE",FALSE,TRUE,0.551878296171499,FALSE,""
"chr5_172938883_172940261",2,0.227509865089709,0.395695527004701,1,2,2,"aCRE",TRUE,TRUE,0.62320539209441,FALSE,""
"chr5_173720452_173721631",2,0.351264789371823,0.283895913631893,1,1,2,"aCRE",FALSE,TRUE,0.635160703003715,FALSE,""
"chr5_173745364_173746732",2,0.439057133111252,0.968654978428376,2,1,1,"tCRE",TRUE,TRUE,1.40771211153963,FALSE,""
"chr5_174204621_174205557",2,0.24436304573602,0.343592048168916,1,2,2,"aCRE",TRUE,TRUE,0.587955093904936,FALSE,""
"chr5_174596174_174597077",2,0.259218174505316,0.310313285701916,1,2,2,"aCRE",FALSE,TRUE,0.569531460207232,FALSE,""
"chr5_175899577_175901084",2,0.332412015376969,0.298616885268208,1,2,2,"aCRE",FALSE,TRUE,0.631028900645177,FALSE,""
"chr5_177124175_177125070",2,0.255137922780063,0.441554705482649,1,2,2,"aCRE",FALSE,TRUE,0.696692628262712,FALSE,""
"chr5_178792917_178793824",2,0.276129943119855,0.30009509674832,1,2,2,"aCRE",FALSE,TRUE,0.576225039868175,FALSE,""
"chr5_179513909_179514783",2,0.602528881816502,0.487128971591398,1,2,2,"aCRE",FALSE,TRUE,1.0896578534079,FALSE,""
"chr5_179704858_179705760",2,0.179923791934519,0.568318386719423,2,1,1,"aCRE",FALSE,TRUE,0.748242178653942,FALSE,""
"chr5_180703823_180705137",2,0.6208809541505,0.297954341140383,1,2,2,"aCRE",FALSE,TRUE,0.918835295290884,FALSE,""
"chr5_20247953_20248869",2,0.207365957984217,0.853218639148146,2,1,1,"aCRE",FALSE,TRUE,1.06058459713236,FALSE,""
"chr5_23371952_23372854",2,0.199820115358445,0.810158378517452,2,1,1,"aCRE",FALSE,TRUE,1.0099784938759,FALSE,""
"chr5_23527019_23527846",2,0.141255819053845,0.605896442825531,2,1,1,"aCRE",FALSE,TRUE,0.747152261879376,FALSE,""
"chr5_24352003_24352901",2,0.182049974881858,0.533963681490606,2,1,1,"aCRE",FALSE,TRUE,0.716013656372464,FALSE,""
"chr5_2686107_2687183",2,0.137731093633142,0.572499280805953,2,1,1,"aCRE",FALSE,TRUE,0.710230374439096,FALSE,""
"chr5_31161480_31162449",2,0.493047940724233,0.337567141948434,1,2,2,"aCRE",FALSE,TRUE,0.830615082672667,FALSE,""
"chr5_31753452_31754630",2,0.312230091621059,0.479944763964707,1,1,2,"aCRE",FALSE,TRUE,0.792174855585766,FALSE,""
"chr5_31964937_31965866",2,0.22528518765426,0.530984394056382,1,1,2,"aCRE",FALSE,TRUE,0.756269581710641,FALSE,""
"chr5_34055243_34056179",2,0.160906984768625,0.607763400288791,2,1,1,"aCRE",FALSE,TRUE,0.768670385057416,FALSE,""
"chr5_35248849_35249821",2,0.135800457587293,1.00659758786878,2,1,1,"aCRE",TRUE,TRUE,1.14239804545607,FALSE,""
"chr5_3490797_3491672",2,0.465646379108637,0.25995156653608,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.725597945644716,FALSE,""
"chr5_36360065_36360974",2,0.113446814344249,0.581781351061199,2,1,1,"aCRE",FALSE,TRUE,0.695228165405448,FALSE,""
"chr5_39484822_39485721",2,0.462066915046357,0.522410699725522,1,2,2,"aCRE",FALSE,TRUE,0.984477614771878,FALSE,""
"chr5_40895255_40896321",2,0.326791642096195,0.264015605206535,1,2,2,"aCRE",TRUE,TRUE,0.59080724730273,FALSE,""
"chr5_42494163_42495068",2,0.37393155067719,0.45775449763942,1,2,2,"aCRE",FALSE,TRUE,0.83168604831661,FALSE,""
"chr5_43244848_43245807",2,0.341408867951061,0.349311014695554,1,2,2,"aCRE",TRUE,TRUE,0.690719882646616,FALSE,""
"chr5_43580404_43581419",2,0.253546362943006,0.307568139238241,1,2,2,"aCRE",FALSE,TRUE,0.561114502181247,FALSE,""
"chr5_44969588_44970457",2,0.245333478702888,0.636347954369298,2,1,1,"aCRE",FALSE,TRUE,0.881681433072185,FALSE,""
"chr5_51226044_51226963",2,0.344186509896553,0.424882521578923,1,2,2,"aCRE",TRUE,TRUE,0.769069031475475,FALSE,""
"chr5_51392416_51393369",2,0.201957394268018,0.534982094366255,2,1,1,"aCRE",FALSE,TRUE,0.736939488634273,FALSE,""
"chr5_5179362_5180298",2,0.233012485898891,0.619551114925442,2,1,1,"aCRE",TRUE,TRUE,0.852563600824333,FALSE,""
"chr5_52737657_52738701",2,0.646928024775973,0.607248476205548,1,2,2,"aCRE",FALSE,TRUE,1.25417650098152,FALSE,""
"chr5_52997178_52998062",2,0.139225904059945,0.565966248411756,2,1,1,"aCRE",FALSE,TRUE,0.705192152471701,FALSE,""
"chr5_126526_127412",2,0.417165156676396,0.559719467824507,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.976884624500903,FALSE,""
"chr5_77758_78651",2,0.320293885021169,0.277633631873622,1,2,2,"aCRE",TRUE,TRUE,0.59792751689479,FALSE,""
"chr5_53671224_53672132",2,0.129949992051691,0.524667565441712,2,1,1,"aCRE",FALSE,TRUE,0.654617557493403,FALSE,""
"chr5_53151435_53152336",2,0.13826067938394,0.796521535714453,2,1,1,"aCRE",FALSE,TRUE,0.934782215098393,FALSE,""
"chr5_54663588_54664904",2,0.28837061749176,0.562638868129285,1,2,2,"aCRE",FALSE,TRUE,0.851009485621045,FALSE,""
"chr5_56258739_56259701",2,0.297511728558911,0.67415376146462,2,1,1,"aCRE",FALSE,TRUE,0.971665490023531,FALSE,""
"chr5_57095016_57095932",2,0.782874890899799,0.470910725961733,1,2,2,"aCRE",FALSE,TRUE,1.25378561686153,FALSE,""
"chr5_58073937_58074858",2,0.293118349717848,0.552287435111054,2,1,1,"aCRE",FALSE,TRUE,0.845405784828902,FALSE,""
"chr5_58818214_58819089",2,0.348769651150989,0.361009105892052,1,1,2,"aCRE",FALSE,TRUE,0.70977875704304,FALSE,""
"chr5_58827372_58828751",2,0.349729768924254,0.292642240178425,1,1,2,"aCRE",FALSE,TRUE,0.642372009102679,FALSE,""
"chr5_60905947_60906844",2,0.493244275773865,0.525201294343906,1,2,2,"aCRE",FALSE,TRUE,1.01844557011777,FALSE,""
"chr5_64705782_64706702",2,0.654182180919597,1.25507051719729,2,1,1,"aCRE,tCRE",TRUE,TRUE,1.90925269811689,FALSE,""
"chr5_65075719_65076990",2,0.434688905404096,0.886022753363498,2,1,1,"aCRE",FALSE,TRUE,1.32071165876759,FALSE,""
"chr5_66128780_66129691",2,0.122557472523929,0.55838706793613,2,1,1,"aCRE",TRUE,TRUE,0.680944540460059,FALSE,""
"chr5_67805750_67806674",2,0.223672555974969,0.704952962613485,2,1,1,"aCRE",FALSE,TRUE,0.928625518588454,FALSE,""
"chr5_73038673_73039718",2,0.28899520586979,0.468932915640602,1,2,2,"aCRE",FALSE,TRUE,0.757928121510392,FALSE,""
"chr5_74093123_74093988",2,0.254948492897092,1.02629102480979,2,1,1,"aCRE",FALSE,TRUE,1.28123951770688,FALSE,""
"chr5_76499292_76500195",2,0.16281484630921,0.650050492678146,2,1,1,"aCRE",FALSE,TRUE,0.812865338987356,FALSE,""
"chr5_76807012_76808876",2,1.6481730354212,0.464560269465643,1,2,2,"aCRE,tCRE",TRUE,TRUE,2.11273330488684,FALSE,""
"chr5_920050_920901",2,0.557145192488766,0.254911957888206,1,2,2,"aCRE",FALSE,TRUE,0.812057150376972,FALSE,""
"chr5_81783156_81783910",2,0.111829225998346,0.709265205725077,2,1,1,"aCRE",FALSE,TRUE,0.821094431723423,FALSE,""
"chr5_83026234_83027552",2,0.180410262802809,0.558519069263522,2,1,1,"aCRE",FALSE,TRUE,0.738929332066331,FALSE,""
"chr5_83374225_83375134",2,0.137646425311223,0.693645484835111,2,1,1,"aCRE",FALSE,TRUE,0.831291910146334,FALSE,""
"chr5_83095416_83096451",2,0.212156947353701,0.824707924164096,2,1,1,"aCRE",TRUE,TRUE,1.0368648715178,FALSE,""
"chr5_84815151_84816073",2,0.41883656438117,0.27519805748574,1,2,2,"aCRE",FALSE,TRUE,0.69403462186691,FALSE,""
"chr5_83948670_83949581",2,0.128548099950173,0.528000542074985,2,1,1,"aCRE",FALSE,TRUE,0.656548642025158,FALSE,""
"chr5_88785674_88786537",2,0.147025461326522,0.662344448834007,2,1,1,"aCRE",TRUE,TRUE,0.809369910160529,FALSE,""
"chr5_90542693_90543602",2,0.436729668516585,0.45392647156024,1,2,2,"aCRE",FALSE,TRUE,0.890656140076825,FALSE,""
"chr5_90621588_90622562",2,0.599648591977744,0.35632505804709,1,2,2,"aCRE",TRUE,TRUE,0.955973650024833,FALSE,""
"chr5_93567188_93568134",2,0.340037341890592,0.367750303479837,1,2,2,"aCRE",FALSE,TRUE,0.707787645370429,FALSE,""
"chr5_93299544_93300489",2,0.279801307561678,0.27174753897442,1,2,2,"aCRE",FALSE,TRUE,0.551548846536098,FALSE,""
"chr5_95895482_95896371",2,0.313567596326956,0.270642315163111,1,2,2,"aCRE",FALSE,TRUE,0.584209911490067,FALSE,""
"chr5_96582094_96582993",2,0.293259400263524,0.32017460955047,1,2,2,"aCRE",FALSE,TRUE,0.613434009813995,FALSE,""
"chr5_96083210_96084853",2,0.179340432910664,0.502510793120617,2,1,1,"aCRE",FALSE,TRUE,0.681851226031281,FALSE,""
"chr5_98762963_98763918",2,0.367263312336425,0.306013085878231,1,2,2,"aCRE",FALSE,TRUE,0.673276398214655,FALSE,""
"chr5_98570379_98571359",2,0.516442434251998,0.442977036385797,1,1,2,"aCRE",TRUE,TRUE,0.959419470637795,FALSE,""
"chr5_98938289_98939287",2,0.128856813463143,0.559259617347016,2,1,1,"aCRE",TRUE,TRUE,0.688116430810159,FALSE,""
"chr6_10522646_10523541",2,0.302361680794876,0.354231723823832,1,2,2,"aCRE,tCRE",TRUE,TRUE,0.656593404618708,FALSE,""
"chr6_104613161_104614130",2,0.414887413111396,0.276506899103244,1,2,2,"aCRE",TRUE,TRUE,0.69139431221464,FALSE,""
"chr6_105327001_105328048",2,0.440077826484676,0.250311683456234,1,2,2,"aCRE",FALSE,TRUE,0.690389509940911,FALSE,""
"chr6_105473851_105474940",2,0.534720646943828,0.301033493833652,1,2,2,"aCRE",TRUE,TRUE,0.83575414077748,FALSE,""
"chr6_107154046_107155167",2,0.114855568999685,0.518660060982025,2,1,1,"aCRE",FALSE,TRUE,0.63351562998171,FALSE,""
"chr6_107988376_107989259",2,0.262129531373043,0.322580875243072,1,1,2,"aCRE",FALSE,TRUE,0.584710406616115,FALSE,""
"chr6_108684450_108685439",2,0.266403569273804,0.394283652418431,1,2,2,"aCRE",FALSE,TRUE,0.660687221692235,FALSE,""
"chr6_108920462_108921360",2,0.384759336807617,0.35453494834248,1,2,2,"aCRE",FALSE,TRUE,0.739294285150098,FALSE,""
"chr6_109507970_109508844",2,0.253453957985464,0.503518640605141,1,2,2,"aCRE",TRUE,TRUE,0.756972598590605,FALSE,""
"chr6_110111275_110112178",2,0.314716440377662,0.35461740282687,1,2,2,"aCRE",FALSE,TRUE,0.669333843204532,FALSE,""
"chr6_1054730_1056473",2,0.207839964296859,0.57439766712612,2,1,1,"aCRE",FALSE,TRUE,0.782237631422979,FALSE,""
"chr6_11485801_11486782",2,0.112916307872726,0.544308631654642,2,1,1,"aCRE",FALSE,TRUE,0.657224939527368,FALSE,""
"chr6_111029875_111030979",2,0.252302051427302,0.276483498745102,1,2,2,"aCRE",FALSE,TRUE,0.528785550172404,FALSE,""
"chr6_111685979_111686942",2,0.237990933290701,0.346652425143167,1,2,2,"aCRE",FALSE,TRUE,0.584643358433867,FALSE,""
"chr6_111844692_111845669",2,0.253605882764171,0.446371765389005,1,2,2,"aCRE",TRUE,TRUE,0.699977648153176,FALSE,""
"chr6_112215594_112216459",2,0.124923464155099,0.870397378946891,2,1,1,"aCRE",FALSE,TRUE,0.99532084310199,FALSE,""
"chr6_113599671_113600515",2,0.322231355199218,0.285278607456692,1,2,2,"aCRE",FALSE,TRUE,0.60750996265591,FALSE,""
"chr6_114427639_114428482",2,1.40491995010851,0.33138289323409,1,2,2,"aCRE,tCRE",TRUE,TRUE,1.7363028433426,FALSE,""
"chr6_114195779_114196725",2,0.297627943175966,0.475417962293214,1,2,2,"aCRE",FALSE,TRUE,0.77304590546918,FALSE,""
"chr6_116884267_116885187",2,0.520719499957063,0.680433491302131,1,2,2,"aCRE",FALSE,TRUE,1.20115299125919,FALSE,""
"chr6_117072286_117073307",2,0.351559512209534,0.261227640298451,1,2,2,"aCRE",FALSE,TRUE,0.612787152507985,FALSE,""
"chr6_117203432_117204460",2,0.188975528858512,0.543527836818497,2,1,1,"aCRE",FALSE,TRUE,0.732503365677009,FALSE,""
"chr6_118668618_118669647",2,0.199691631601357,0.505122099624606,2,1,1,"aCRE",FALSE,TRUE,0.704813731225963,FALSE,""
"chr6_118705538_118706537",2,0.368045282608439,0.286107699570649,1,2,2,"aCRE",TRUE,TRUE,0.654152982179088,FALSE,""
"chr6_119540828_119541813",2,0.405193406501456,0.882276914997812,2,1,1,"aCRE",FALSE,TRUE,1.28747032149927,FALSE,""
"chr6_121520187_121521502",2,0.435367223817656,0.455028583616017,1,2,2,"aCRE",FALSE,TRUE,0.890395807433672,FALSE,""
"chr6_121823119_121824157",2,0.307740988751598,0.421349305370874,1,2,2,"aCRE",TRUE,TRUE,0.729090294122472,FALSE,""
"chr6_121897110_121898018",2,0.121893888646103,0.534907255802245,2,1,1,"aCRE",FALSE,TRUE,0.656801144448347,FALSE,""
"chr6_122969713_122970823",2,0.504760145956444,0.269102941730356,1,2,2,"aCRE",TRUE,TRUE,0.7738630876868,FALSE,""
"chr6_125867221_125868253",2,0.453193710706096,0.513482660344809,1,2,2,"aCRE",FALSE,TRUE,0.966676371050905,FALSE,""
"chr6_125510064_125510967",2,0.466177034344192,0.773226716715019,1,2,2,"aCRE",FALSE,TRUE,1.23940375105921,FALSE,""
"chr6_125797233_125798367",2,0.173675269321799,0.72559078982154,2,1,1,"aCRE",FALSE,TRUE,0.899266059143339,FALSE,""
"chr6_127508938_127509836",2,0.433624746692271,0.453317578582859,1,2,2,"aCRE",FALSE,TRUE,0.886942325275131,FALSE,""
"chr6_129946454_129947405",2,0.50227254957547,0.288642854533496,1,2,2,"aCRE",TRUE,TRUE,0.790915404108966,FALSE,""
"chr6_13152543_13153478",2,0.488645974837843,0.46852344126184,1,2,2,"aCRE",FALSE,TRUE,0.957169416099683,FALSE,""
"chr6_131509886_131510776",2,0.129366831060436,0.727986322606222,2,1,1,"aCRE",FALSE,TRUE,0.857353153666658,FALSE,""
"chr6_132202291_132203204",2,0.316008373916764,0.338702377084632,1,2,2,"aCRE",TRUE,TRUE,0.654710751001395,FALSE,""
"chr6_132236426_132237335",2,0.121882730960236,0.536804897935551,2,1,1,"aCRE",FALSE,TRUE,0.658687628895787,FALSE,""
"chr6_132788872_132789936",2,0.330805523177123,0.297859320049195,1,2,2,"aCRE",FALSE,TRUE,0.628664843226318,FALSE,""
"chr6_13384452_13385641",2,0.340885414493129,0.30394900356632,1,2,2,"aCRE",FALSE,TRUE,0.644834418059449,FALSE,""
"chr6_133768621_133769546",2,0.438795905367262,0.433198764381162,1,2,2,"aCRE",FALSE,TRUE,0.871994669748424,FALSE,""
"chr6_133644766_133645740",2,0.11694504360895,0.529250566550845,2,1,1,"aCRE",FALSE,TRUE,0.646195610159796,FALSE,""
"chr6_136334575_136335429",2,0.231869355245119,0.489480275134637,1,2,2,"aCRE",FALSE,TRUE,0.721349630379756,FALSE,""
"chr6_14094465_14095428",2,0.260813125759492,0.302181645586278,1,2,2,"aCRE",FALSE,TRUE,0.56299477134577,FALSE,""
"chr6_137519455_137520356",2,0.25573572055847,0.349395386705046,1,2,2,"aCRE",FALSE,TRUE,0.605131107263515,FALSE,""
"chr6_137728757_137729625",2,0.251047822386481,0.322118970138686,1,2,2,"aCRE",FALSE,TRUE,0.573166792525167,FALSE,""
"chr6_138555334_138556221",2,0.321013924583197,0.243957035681536,1,2,2,"aCRE",FALSE,TRUE,0.564970960264733,FALSE,""
"chr6_138086174_138087166",2,0.299822122549645,0.410516035520804,1,2,2,"aCRE",FALSE,TRUE,0.710338158070449,FALSE,""
"chr6_138101688_138102596",2,0.274909841426319,0.559800261819967,2,1,1,"tCRE",TRUE,TRUE,0.834710103246286,FALSE,""
